,City,Lng,Lat,Weather Id,Weather Main,Weather Description,Weather Icon,Base,Main Temp,Main Pressure,Humidity,Min Temp,Max Temp,Sea Level,Grnd Level,Wind Speed,Wind Deg,Cloudiness,Date,Country,Sunrise,Sunset,Timezone,id,cod
297,Aitape,142.36,-3.15,804,Clouds,overcast clouds,04d,model,300.86,1010,78,300.86,300.86,1010.0,1010.0,1.86,264.0,91,1575422815,PG,1575403915,1575448162,36000,2101169,200
298,Kerugoya,37.28,-0.5,802,Clouds,scattered clouds,03n,model,288.85,1012,92,288.85,288.85,1012.0,857.0,1.53,332.0,30,1575422815,KE,1575429400,1575473129,10800,198476,200
299,Bagdarin,113.59,54.44,800,Clear,clear sky,01d,model,239.75,1050,73,239.75,239.75,1050.0,888.0,2.59,329.0,0,1575422815,RU,1575419232,1575446658,28800,2027244,200
300,Yongan,113.69,39.7,800,Clear,clear sky,01d,model,263.65,1036,69,263.65,263.65,1036.0,854.0,2.44,258.0,0,1575422815,CN,1575415767,1575450076,28800,1806687,200
301,Maun,23.42,-19.99,501,Rain,moderate rain,10n,model,295.96,1010,79,295.96,295.96,1010.0,905.0,0.95,294.0,33,1575422815,BW,1575430712,1575478471,7200,933366,200
302,Ridgecrest,-117.67,35.62,804,Clouds,overcast clouds,04n,stations,282.59,1018,72,280.93,284.82,,,1.42,33.0,100,1575422815,US,1575384223,1575419855,-28800,5387494,200
303,Ancud,-73.83,-41.87,800,Clear,clear sky,01n,stations,284.15,1023,71,284.15,284.15,,,3.6,220.0,0,1575422815,CL,1575364485,1575418545,-10800,3899695,200
304,Moosomin,-101.67,50.14,800,Clear,clear sky,01n,model,271.35,1005,83,271.35,271.35,1005.0,938.0,6.35,288.0,0,1575422815,CA,1575383200,1575413196,-21600,6078359,200
305,Hervey Bay,152.85,-25.3,800,Clear,clear sky,01d,stations,308.39,1010,12,307.15,309.26,,,2.6,230.0,0,1575422816,AU,1575399016,1575448024,36000,2146219,200
306,Praia da Vitoria,-27.07,38.73,801,Clouds,few clouds,02n,stations,288.46,1028,63,287.59,289.15,,,9.09,12.0,20,1575422816,PT,1575449409,1575484017,-3600,3372760,200
307,Sadiqabad,70.13,28.31,804,Clouds,overcast clouds,04n,model,288.89,1017,30,288.89,288.89,1017.0,1008.0,1.03,207.0,92,1575422816,PK,1575424571,1575462185,18000,1166652,200
308,Fermo,13.72,43.16,800,Clear,clear sky,01n,stations,278.6,1025,75,277.04,279.82,,,2.1,180.0,0,1575422816,IT,1575440400,1575473441,3600,6541874,200
309,Tautira,-149.15,-17.73,801,Clouds,few clouds,02d,stations,304.15,1011,66,304.15,304.15,,,4.6,30.0,20,1575422816,PF,1575385977,1575433216,-36000,4033557,200
310,Perpignan,2.88,42.7,804,Clouds,overcast clouds,04n,stations,282.09,1019,87,282.04,282.15,,,2.1,10.0,90,1575422816,FR,1575442916,1575476129,3600,2987914,200
311,Oktyabrskiy,37.97,55.61,803,Clouds,broken clouds,04n,stations,270.32,1012,86,269.26,271.48,,,3.0,250.0,75,1575422816,RU,1575437805,1575464392,10800,515873,200
312,Eresos,25.93,39.17,803,Clouds,broken clouds,04n,model,288.0,1018,64,288.0,288.0,1018.0,1017.0,4.8,67.0,76,1575422816,GR,1575436754,1575471225,7200,262629,200
313,Ulaangom,92.07,49.98,802,Clouds,scattered clouds,03n,model,252.88,1043,84,252.88,252.88,1043.0,916.0,1.34,222.0,25,1575422816,MN,1575423096,1575453127,25200,1515029,200
314,Guayaramerin,-65.36,-10.82,500,Rain,light rain,10n,model,296.89,1008,96,296.89,296.89,1008.0,991.0,0.76,262.0,100,1575422816,BO,1575366594,1575412368,-14400,3915350,200
315,Mount Isa,139.49,-20.73,803,Clouds,broken clouds,04d,stations,306.15,1015,13,306.15,306.15,,,3.6,170.0,68,1575422816,AU,1575402768,1575450687,36000,2065594,200
316,Bulgan,103.53,48.81,800,Clear,clear sky,01d,model,256.91,1041,78,256.91,256.91,1041.0,859.0,1.97,300.0,7,1575422817,MN,1575420049,1575450671,28800,2032201,200
317,Yaan,8.57,7.38,804,Clouds,overcast clouds,04n,model,298.93,1010,29,298.93,298.93,1010.0,993.0,0.45,51.0,100,1575422817,NG,1575437067,1575479247,3600,2338660,200
318,Krasnaya Gorbatka,41.76,55.87,802,Clouds,scattered clouds,03n,model,266.46,1012,96,266.46,266.46,1012.0,997.0,1.94,268.0,49,1575422817,RU,1575436990,1575463389,10800,542776,200
319,Meiganga,14.29,6.52,803,Clouds,broken clouds,04n,model,291.44,1012,39,291.44,291.44,1012.0,901.0,1.24,344.0,60,1575422817,CM,1575435608,1575477959,3600,2227402,200
320,Dalvik,14.13,57.79,803,Clouds,broken clouds,04n,stations,278.51,1011,93,278.15,278.71,,,4.6,230.0,75,1575422817,SE,1575444386,1575469259,3600,2702977,200
321,Southwick,-0.24,50.83,741,Fog,fog,50n,stations,274.01,1023,100,271.15,276.48,,,0.5,90.0,75,1575422817,GB,1575445494,1575475049,0,2654710,200
322,La Palma,-74.39,5.36,501,Rain,moderate rain,10n,model,294.53,1013,96,294.53,294.53,1013.0,926.0,0.89,49.0,98,1575422817,CO,1575370357,1575412942,-18000,3687505,200
323,Sibu,111.83,2.29,803,Clouds,broken clouds,04d,stations,298.6,1012,83,298.15,300.15,,,1.5,110.0,75,1575422817,MY,1575411776,1575454959,28800,1735902,200
324,Boffa,-14.04,10.18,801,Clouds,few clouds,02n,model,298.98,1012,79,298.98,298.98,1012.0,1011.0,0.76,270.0,21,1575422817,GN,1575442774,1575484395,0,2422968,200
325,Ravar,56.81,31.27,802,Clouds,scattered clouds,03n,model,282.87,1014,45,282.87,282.87,1014.0,880.0,0.71,167.0,42,1575422817,IR,1575428156,1575464996,12600,118704,200
326,Kiunga,141.3,-6.12,500,Rain,light rain,10d,model,298.17,1013,89,298.17,298.17,1013.0,1005.0,2.65,308.0,100,1575422817,PG,1575403876,1575448710,36000,2093846,200
327,Yanam,82.22,16.73,721,Haze,haze,50d,stations,298.15,1016,69,298.15,298.15,,,3.1,30.0,1,1575422817,IN,1575420338,1575460614,19800,1252795,200
328,Vvedenskoye,38.01,55.29,803,Clouds,broken clouds,04n,stations,270.35,1011,79,269.26,271.48,,,4.0,260.0,75,1575422817,RU,1575437682,1575464497,10800,470820,200
329,Portland,-70.25,43.66,803,Clouds,broken clouds,04n,stations,271.12,994,68,270.37,272.15,,,4.6,320.0,75,1575422745,US,1575374202,1575407109,-18000,4975802,200
330,Elmadag,33.23,39.92,803,Clouds,broken clouds,04n,stations,272.89,1019,66,271.15,275.37,,,0.5,,75,1575422818,TR,1575435127,1575469346,10800,315720,200
331,Dudinka,86.18,69.41,804,Clouds,overcast clouds,04n,stations,262.15,1011,61,262.15,262.15,,,6.0,100.0,88,1575422818,RU,0,0,25200,1507116,200
332,Bonfim,-59.84,3.36,803,Clouds,broken clouds,04n,model,301.23,1010,63,301.23,301.23,1010.0,999.0,4.37,84.0,73,1575422818,GY,1575366668,1575409644,-14400,3379316,200
333,Zhigansk,123.37,66.77,802,Clouds,scattered clouds,03n,model,235.14,1039,96,235.14,235.14,1039.0,1033.0,3.48,155.0,47,1575422818,RU,1575424676,1575436518,32400,2012530,200
334,Rocha,-54.34,-34.48,804,Clouds,overcast clouds,04n,model,292.21,1011,60,292.21,292.21,1011.0,998.0,2.88,322.0,100,1575422818,UY,1575361082,1575412590,-10800,3440777,200
335,Kyzyl-Suu,78.0,42.34,802,Clouds,scattered clouds,03n,model,271.78,1027,56,271.78,271.78,1027.0,841.0,3.91,79.0,33,1575422818,KG,1575424807,1575458171,21600,1527497,200
336,Jaisalmer,70.91,26.91,804,Clouds,overcast clouds,04n,model,290.73,1017,25,290.73,290.73,1017.0,993.0,3.06,102.0,92,1575422818,IN,1575424210,1575462173,19800,1269507,200
337,Bensonville,-10.61,6.45,701,Mist,mist,50n,stations,298.15,1010,94,298.15,298.15,,,1.0,331.0,20,1575422818,LR,1575441579,1575483943,0,2278682,200
338,Araouane,-3.53,18.9,801,Clouds,few clouds,02n,model,293.36,1013,20,293.36,293.36,1013.0,981.0,1.31,271.0,13,1575422818,ML,1575441160,1575480964,0,2460954,200
339,Slave Lake,-114.77,55.28,800,Clear,clear sky,01n,stations,273.15,1005,76,273.15,273.15,,,4.6,260.0,1,1575422818,CA,1575387893,1575414793,-25200,6149374,200
340,Hasaki,140.83,35.73,801,Clouds,few clouds,02d,stations,285.65,1017,40,285.15,286.15,,,3.1,300.0,20,1575422818,JP,1575408615,1575444197,32400,2112802,200
341,Bali,119.4,32.29,800,Clear,clear sky,01d,model,278.12,1032,62,278.12,278.12,1032.0,1031.0,1.59,285.0,0,1575422818,CN,1575413265,1575449835,28800,1784642,200
342,Kholm-Zhirkovskiy,33.47,55.52,804,Clouds,overcast clouds,04n,model,269.53,1015,89,269.53,269.53,1015.0,987.0,4.98,277.0,100,1575422818,RU,1575438854,1575465504,10800,549718,200
343,Beidao,105.89,34.57,804,Clouds,overcast clouds,04d,model,267.35,1038,85,267.35,267.35,1038.0,874.0,0.79,160.0,91,1575422818,CN,1575416833,1575452754,28800,1816751,200
344,Kahului,-156.47,20.89,802,Clouds,scattered clouds,03d,stations,299.0,1013,48,297.04,303.15,,,8.2,60.0,40,1575422710,US,1575391663,1575431045,-36000,5847411,200
345,Nome,-94.42,30.04,800,Clear,clear sky,01n,stations,286.06,1015,77,283.15,289.82,,,1.5,170.0,1,1575422819,US,1575377861,1575415054,-21600,4732862,200
346,Jumla,82.18,29.28,800,Clear,clear sky,01d,model,270.39,1027,12,270.39,270.39,1027.0,726.0,2.95,102.0,0,1575422819,NP,1575421802,1575459169,20700,1283285,200
347,Altay,88.13,47.83,800,Clear,clear sky,01n,model,262.13,1038,22,262.13,262.13,1038.0,839.0,2.63,35.0,0,1575422819,CN,1575423515,1575454600,28800,1529651,200
348,Guerrero Negro,-114.04,27.97,803,Clouds,broken clouds,04n,model,293.76,1015,37,293.76,293.76,1015.0,1013.0,4.5,325.0,72,1575422819,MX,1575382308,1575420028,-25200,4021858,200
349,Kabompo,24.21,-13.6,804,Clouds,overcast clouds,04n,model,291.86,1010,96,291.86,291.86,1010.0,887.0,1.57,44.0,100,1575422819,ZM,1575431221,1575477584,7200,916246,200
350,Acajutiba,-38.02,-11.66,802,Clouds,scattered clouds,03n,model,295.64,1012,91,295.64,295.64,1012.0,995.0,4.29,111.0,38,1575422819,BR,1575359945,1575405890,-10800,3473218,200
351,San Rafael,-68.33,-34.61,800,Clear,clear sky,01n,model,292.24,1012,29,292.24,292.24,1012.0,912.0,6.38,112.0,0,1575422703,AR,1575364419,1575415970,-10800,3836669,200
352,Grants,-107.85,35.15,800,Clear,clear sky,01n,stations,277.15,1025,69,277.15,277.15,,,0.93,38.0,1,1575422819,US,1575381795,1575417568,-25200,5469841,200
353,Sulangan,123.72,11.14,804,Clouds,overcast clouds,04d,model,300.66,1010,74,300.66,300.66,1010.0,1010.0,0.66,219.0,100,1575422819,PH,1575409797,1575451230,28800,1685422,200
354,Kaikalur,81.2,16.57,701,Mist,mist,50d,stations,296.15,1015,83,296.15,296.15,,,1.5,80.0,40,1575422820,IN,1575420566,1575460876,19800,1268627,200
355,Khuzdar,66.62,27.8,804,Clouds,overcast clouds,04n,model,281.18,1019,48,281.18,281.18,1019.0,851.0,0.07,155.0,100,1575422820,PK,1575425350,1575463092,18000,7082481,200
356,San Borja,-66.75,-14.86,804,Clouds,overcast clouds,04n,model,296.68,1007,92,296.68,296.68,1007.0,984.0,1.33,9.0,93,1575422820,BO,1575366508,1575413122,-14400,3905792,200
357,Poum,20.71,41.28,601,Snow,snow,13n,model,271.57,1023,96,271.57,271.57,1023.0,898.0,3.03,72.0,100,1575422820,MK,1575438373,1575472112,3600,787487,200
358,Ganzhou,114.93,25.86,800,Clear,clear sky,01d,model,278.17,1031,56,278.17,278.17,1031.0,1004.0,1.9,3.0,0,1575422820,CN,1575413512,1575451735,28800,1810638,200
359,Kalmunai,81.82,7.42,501,Rain,moderate rain,10d,model,300.79,1009,80,300.79,300.79,1009.0,1009.0,8.27,51.0,100,1575422820,LK,1575419485,1575461659,19800,1242110,200
360,Agirish,63.02,61.92,804,Clouds,overcast clouds,04n,model,263.52,1014,92,263.52,263.52,1014.0,994.0,4.11,197.0,100,1575422820,RU,1575434751,1575455419,18000,1512101,200
361,Macusani,-70.43,-14.07,500,Rain,light rain,10n,model,276.51,1013,96,276.51,276.51,1013.0,586.0,1.72,49.0,100,1575422820,PE,1575367475,1575413922,-18000,3935624,200
362,Victoria,115.24,5.28,803,Clouds,broken clouds,04d,stations,298.89,1011,83,298.15,301.15,,,1.0,,75,1575422591,BN,1575411250,1575453848,28800,1733782,200
363,Gravdal,5.78,59.79,804,Clouds,overcast clouds,04n,stations,280.66,1014,93,279.82,281.48,,,2.6,180.0,100,1575422820,NO,1575447315,1575470338,3600,3147822,200
364,Bressuire,-0.49,46.84,800,Clear,clear sky,01n,stations,272.75,1019,92,271.15,274.26,,,1.0,,0,1575422820,FR,1575444575,1575476089,3600,3030303,200
365,Santa Rosa,-64.29,-36.62,803,Clouds,broken clouds,04n,model,292.29,1010,21,292.29,292.29,1010.0,985.0,3.57,206.0,60,1575422820,AR,1575363131,1575415318,-10800,3835994,200
366,College,-147.8,64.86,600,Snow,light snow,13n,stations,259.49,1013,92,259.15,260.15,,,1.2,342.0,90,1575422821,US,1575401114,1575417431,-32400,5859699,200
367,Carauari,-66.9,-4.88,500,Rain,light rain,10n,model,297.41,1008,94,297.41,297.41,1008.0,998.0,0.58,27.0,100,1575422821,BR,1575367559,1575412143,-14400,3664659,200
368,Samana,-76.97,0.12,804,Clouds,overcast clouds,04n,model,295.17,1012,92,295.17,295.17,1012.0,970.0,0.73,328.0,100,1575422821,EC,1575370465,1575414072,-18000,3655185,200
369,Anchorage,-149.89,61.22,600,Snow,light snow,13n,stations,267.45,1006,92,266.48,269.15,,,5.2,353.0,90,1575422590,US,1575398978,1575420570,-32400,5879400,200
370,Kilis,37.12,36.72,800,Clear,clear sky,01n,stations,274.15,1017,69,274.15,274.15,,,1.35,267.0,0,1575422821,TR,1575433672,1575468934,10800,307864,200
371,Uvira,29.14,-3.41,501,Rain,moderate rain,10n,model,285.17,1013,98,285.17,285.17,1013.0,757.0,0.48,222.0,100,1575422821,CD,1575431069,1575475369,7200,204405,200
372,Gunjur,-16.76,13.18,804,Clouds,overcast clouds,04n,stations,295.15,1012,88,295.15,295.15,,,8.14,2.0,100,1575422821,GM,1575443732,1575484743,0,2413419,200
373,Agadir,-9.58,30.42,801,Clouds,few clouds,02n,stations,283.15,1015,93,283.15,283.15,,,2.1,170.0,20,1575422821,MA,1575443985,1575481043,3600,2561668,200
374,Hami,93.51,42.84,800,Clear,clear sky,01d,model,265.33,1038,68,265.33,265.33,1038.0,922.0,0.47,110.0,0,1575422821,CN,1575421176,1575454355,28800,1529484,200
375,Namibe,12.15,-15.19,803,Clouds,broken clouds,04n,model,295.78,1009,82,295.78,295.78,1009.0,1009.0,1.88,238.0,77,1575422821,AO,1575433947,1575480648,3600,3347019,200
376,Madang,102.79,35.32,800,Clear,clear sky,01d,model,263.68,1040,51,263.68,263.68,1040.0,773.0,1.91,238.0,5,1575422821,CN,1575417688,1575453387,28800,7413703,200
377,Xiaoweizhai,107.51,26.23,804,Clouds,overcast clouds,04d,model,277.63,1030,73,277.63,277.63,1030.0,912.0,2.3,22.0,87,1575422821,CN,1575415338,1575453471,28800,1789945,200
378,Cherskiy,161.3,68.75,804,Clouds,overcast clouds,04n,model,243.92,1035,97,243.92,243.92,1035.0,1032.0,2.01,161.0,85,1575422822,RU,0,0,39600,2126199,200
379,Aklavik,-135.01,68.22,803,Clouds,broken clouds,04n,stations,244.5,1020,75,243.15,246.15,,,1.65,203.0,75,1575422822,CA,1575403096,1575409307,-25200,5882953,200
380,Creston,-116.52,49.1,804,Clouds,overcast clouds,04n,stations,277.15,1018,94,277.15,277.15,,,3.1,190.0,90,1575422822,CA,1575386504,1575417022,-25200,5932311,200
381,Kruisfontein,24.73,-34.0,500,Rain,light rain,10n,model,285.86,1027,74,285.86,285.86,1027.0,995.0,2.93,221.0,54,1575422822,ZA,1575428574,1575479980,7200,986717,200
382,Bambanglipuro,110.28,-7.95,500,Rain,light rain,10d,model,299.86,1011,75,299.86,299.86,1011.0,991.0,1.74,202.0,47,1575422707,ID,1575411140,1575456340,25200,1650434,200
383,Reyes,-67.34,-14.3,801,Clouds,few clouds,02n,model,296.74,1008,82,296.74,296.74,1008.0,970.0,1.4,17.0,24,1575422822,BO,1575366709,1575413205,-14400,3906478,200
384,Pervomayskoye,86.23,57.07,600,Snow,light snow,13n,model,266.69,1025,93,266.69,266.69,1025.0,1007.0,4.44,234.0,100,1575422822,RU,1575426765,1575452262,25200,1495256,200
385,Cambridge,-80.31,43.39,600,Snow,light snow,13n,stations,272.25,1000,92,271.48,273.15,,,5.1,230.0,90,1575422750,CA,1575376566,1575409575,-18000,5913695,200
386,Sobolevo,31.9,54.43,804,Clouds,overcast clouds,04n,model,270.51,1018,87,270.51,270.51,1018.0,992.0,5.05,281.0,87,1575422822,RU,1575438854,1575466258,10800,525426,200
387,San Ciro de Acosta,-99.82,21.65,800,Clear,clear sky,01n,model,290.75,1013,63,290.75,290.75,1013.0,864.0,1.27,56.0,0,1575422822,MX,1575378146,1575417362,-21600,3519570,200
388,Vila,8.4,45.18,803,Clouds,broken clouds,04n,stations,277.32,1027,93,274.26,279.82,,,1.5,150.0,75,1575422822,IT,1575442082,1575474313,3600,3164565,200
389,Guadalupe y Calvo,-106.96,26.09,800,Clear,clear sky,01n,model,284.34,1016,58,284.34,284.34,1016.0,788.0,0.56,19.0,0,1575422822,MX,1575380377,1575418559,-25200,4005370,200
390,Todos Santos,-110.23,23.45,800,Clear,clear sky,01n,stations,295.58,1017,78,294.26,297.59,,,2.1,240.0,5,1575422822,MX,1575380850,1575419656,-25200,3981432,200
391,Sao Jose da Coroa Grande,-35.15,-8.9,801,Clouds,few clouds,02n,model,299.51,1013,79,299.51,299.51,1013.0,1013.0,6.08,73.0,19,1575422823,BR,1575359537,1575404921,-10800,3388456,200
392,Baykit,96.39,61.68,803,Clouds,broken clouds,04n,model,247.79,1031,97,247.79,247.79,1031.0,984.0,0.86,137.0,81,1575422823,RU,1575426583,1575447566,25200,1510689,200
393,Ipixuna,-48.8,-1.76,500,Rain,light rain,10n,stations,299.15,1010,88,299.15,299.15,,,2.6,60.0,99,1575422823,BR,1575363519,1575407492,-10800,3408424,200
394,Pechenga,41.46,58.89,600,Snow,light snow,13n,model,268.04,1007,91,268.04,268.04,1007.0,988.0,3.17,245.0,100,1575422823,RU,1575438306,1575462216,10800,511866,200
395,Batagay-Alyta,130.41,67.8,800,Clear,clear sky,01n,model,237.56,1039,90,237.56,237.56,1039.0,945.0,0.39,252.0,0,1575422823,RU,1575424810,1575433004,32400,2027042,200
396,Wilkie,-108.71,52.41,803,Clouds,broken clouds,04n,stations,272.38,1005,64,269.82,275.15,,,4.1,270.0,75,1575422823,CA,1575385517,1575414259,-21600,6182001,200
397,Chuy,-53.46,-33.69,803,Clouds,broken clouds,04n,model,292.08,1012,61,292.08,292.08,1012.0,1011.0,4.68,58.0,84,1575422823,UY,1575360990,1575412259,-10800,3443061,200
398,Kavieng,150.8,-2.57,800,Clear,clear sky,01d,model,302.08,1010,65,302.08,302.08,1010.0,1010.0,1.15,149.0,5,1575422823,PG,1575401946,1575446079,36000,2094342,200
399,Paamiut,-49.67,61.99,600,Snow,light snow,13n,model,267.03,996,71,267.03,267.03,996.0,982.0,3.11,352.0,100,1575422823,GL,1575375351,1575396079,-10800,3421193,200
400,Kavaratti,72.64,10.57,804,Clouds,overcast clouds,04d,model,301.84,1009,75,301.84,301.84,1009.0,1009.0,6.8,95.0,96,1575422823,IN,1575422003,1575463549,19800,1267390,200
401,Longyearbyen,15.63,78.22,800,Clear,clear sky,01n,stations,266.15,994,73,266.15,266.15,,,7.2,120.0,1,1575422823,NO,0,0,3600,2729907,200
402,Duncan,-97.96,34.5,800,Clear,clear sky,01n,stations,283.42,1016,40,281.15,285.37,,,1.5,300.0,1,1575422823,US,1575379325,1575415290,-21600,4535389,200
403,Evensk,159.24,61.92,800,Clear,clear sky,01d,model,249.9,1020,76,249.9,249.9,1020.0,994.0,7.63,346.0,0,1575422823,RU,1575411624,1575432349,39600,2125693,200
404,Imeni Poliny Osipenko,136.49,52.42,804,Clouds,overcast clouds,04d,model,262.61,1008,70,262.61,262.61,1008.0,996.0,8.88,347.0,100,1575422824,RU,1575413098,1575441797,36000,2023584,200
405,Bichura,107.6,50.59,803,Clouds,broken clouds,04d,model,255.49,1040,95,255.49,255.49,1040.0,926.0,1.0,195.0,77,1575422824,RU,1575419525,1575449241,28800,2026708,200
406,Warrnambool,142.48,-38.38,500,Rain,light rain,10d,stations,287.84,1020,80,287.59,288.15,,,5.81,354.0,100,1575422612,AU,1575399606,1575452413,39600,2144528,200
407,Lagoa,-8.45,37.14,800,Clear,clear sky,01n,stations,283.41,1012,81,282.59,284.15,,,3.6,270.0,0,1575422824,PT,1575444681,1575479805,0,2267254,200
408,Awjilah,21.3,29.14,804,Clouds,overcast clouds,04n,model,288.69,1019,63,288.69,288.69,1019.0,1012.0,3.86,137.0,100,1575422824,LY,1575436403,1575473799,7200,88533,200
409,High Rock,-78.28,26.63,803,Clouds,broken clouds,04n,stations,291.15,1014,77,291.15,291.15,,,1.5,350.0,75,1575422824,BS,1575373555,1575411610,-18000,3572189,200
410,Atar,-13.05,20.52,800,Clear,clear sky,01n,model,290.78,1016,41,290.78,290.78,1016.0,972.0,3.7,66.0,0,1575422824,MR,1575443624,1575483071,0,2381334,200
411,Husavik,-96.99,50.56,803,Clouds,broken clouds,04n,model,269.48,1000,92,269.48,269.48,1000.0,972.0,4.19,291.0,78,1575422824,CA,1575382186,1575411963,-21600,5961417,200
412,Pocatello,-112.44,42.87,701,Mist,mist,50n,stations,273.9,1025,86,273.15,274.82,,,2.1,70.0,90,1575422824,US,1575384183,1575417384,-25200,5604045,200
413,Zonguldak,31.83,41.25,500,Rain,light rain,10n,model,275.97,1022,96,275.97,275.97,1022.0,926.0,0.17,166.0,100,1575422825,TR,1575435697,1575469449,10800,737021,200
414,Chicama,-79.15,-7.84,701,Mist,mist,50n,stations,292.15,1013,88,292.15,292.15,,,3.6,150.0,75,1575422825,PE,1575370206,1575415378,-18000,3698359,200
415,Kamenka,28.7,48.03,800,Clear,clear sky,01n,stations,270.93,1027,76,270.93,270.93,,,2.88,286.0,0,1575422825,MD,1575437836,1575468812,7200,618453,200
416,Nouakchott,-15.98,18.08,800,Clear,clear sky,01n,stations,292.15,1014,52,292.15,292.15,,,4.1,360.0,0,1575422825,MR,1575444060,1575484041,0,2377450,200
417,Porto Novo,-45.44,-23.68,803,Clouds,broken clouds,04n,stations,291.15,1017,82,291.15,291.15,,,4.6,140.0,75,1575422825,BR,1575360402,1575408997,-10800,6322184,200
418,Falam,93.68,22.91,801,Clouds,few clouds,02d,model,282.2,1018,98,282.2,282.2,1018.0,866.0,0.83,96.0,16,1575422825,MM,1575418267,1575457183,23400,1326105,200
419,Meadow Lake,-108.44,54.13,801,Clouds,few clouds,02n,stations,272.15,1002,74,272.15,272.15,,,5.1,260.0,20,1575422825,CA,1575385984,1575413663,-21600,6071421,200
420,Tual,132.75,-5.67,500,Rain,light rain,10d,model,301.93,1011,71,301.93,301.93,1011.0,1007.0,2.87,73.0,100,1575422825,ID,1575405973,1575450718,32400,1623197,200
421,Peterhead,138.5,-34.83,802,Clouds,scattered clouds,03d,stations,290.87,1017,55,289.26,292.04,,,4.6,260.0,40,1575422826,AU,1575401143,1575452787,37800,2078025,200
422,Roald,6.12,62.58,804,Clouds,overcast clouds,04n,stations,280.38,1008,81,278.71,282.15,,,10.8,220.0,97,1575422826,NO,1575448857,1575468633,3600,3141667,200
423,Gamba,88.52,28.28,800,Clear,clear sky,01d,model,262.64,1027,16,262.64,262.64,1027.0,571.0,2.22,305.0,0,1575422826,CN,1575420152,1575457775,28800,1281256,200
424,Gazojak,61.4,41.19,804,Clouds,overcast clouds,04n,model,279.76,1018,79,279.76,279.76,1018.0,1003.0,2.09,340.0,100,1575422826,TM,1575428584,1575462364,18000,1514792,200
425,Lima,-77.04,-12.06,804,Clouds,overcast clouds,04n,stations,294.15,1014,77,294.15,294.15,,,5.1,160.0,90,1575422729,PE,1575369271,1575415300,-18000,3936456,200
426,Parkes,148.18,-33.14,800,Clear,clear sky,01d,model,295.7,1013,24,295.7,295.7,1013.0,979.0,5.83,246.0,0,1575422826,AU,1575399077,1575450206,39600,2153778,200
427,Natal,-35.21,-5.81,802,Clouds,scattered clouds,03n,stations,299.77,1012,78,299.15,300.15,,,3.6,150.0,40,1575422546,BR,1575359860,1575404627,-10800,3394023,200
428,Cayenne,-52.33,4.94,801,Clouds,few clouds,02n,stations,299.15,1012,83,299.15,299.15,,,0.5,,20,1575422826,GF,1575365020,1575407687,-10800,3382160,200
429,Port Lincoln,135.86,-34.72,800,Clear,clear sky,01d,model,292.54,1018,49,292.54,292.54,1018.0,1011.0,1.94,273.0,0,1575422827,AU,1575401794,1575453404,37800,2063036,200
430,Hamilton,-79.87,43.26,600,Snow,light snow,13n,stations,272.46,1001,92,271.48,273.71,,,3.6,220.0,90,1575422827,CA,1575376435,1575409494,-18000,5969785,200
431,Margate,147.26,-43.03,802,Clouds,scattered clouds,03d,stations,286.16,996,58,283.71,288.15,,,13.4,280.0,40,1575422827,AU,1575397585,1575452139,39600,2158744,200
432,Tazovskiy,78.7,67.47,600,Snow,light snow,13n,model,260.52,1008,94,260.52,260.52,1008.0,1007.0,4.33,198.0,99,1575422827,RU,1575436586,1575446056,18000,1489853,200
433,Bathsheba,-59.52,13.22,802,Clouds,scattered clouds,03n,stations,301.15,1014,74,301.15,301.15,,,7.7,100.0,40,1575422827,BB,1575367570,1575408589,-14400,3374083,200
434,Aljezur,-8.8,37.31,800,Clear,clear sky,01n,stations,283.16,1014,87,282.59,283.71,,,6.76,338.0,0,1575422827,PT,1575444792,1575479862,0,2271968,200
435,Miri,9.75,10.31,804,Clouds,overcast clouds,04n,model,292.33,1012,27,292.33,292.33,1012.0,949.0,1.3,319.0,100,1575422827,NG,1575437076,1575478671,3600,2347470,200
436,Laguna,-88.94,16.17,804,Clouds,overcast clouds,04n,stations,295.15,1016,94,295.15,295.15,,,2.1,120.0,90,1575422827,BZ,1575374939,1575415345,-21600,3581398,200
437,Doha,51.53,25.29,701,Mist,mist,50n,stations,293.56,1017,77,291.15,295.15,,,2.1,340.0,1,1575422786,QA,1575428667,1575467021,10800,290030,200
438,Ostrovnoy,39.51,68.05,600,Snow,light snow,13n,model,263.09,992,99,263.09,263.09,992.0,974.0,4.77,263.0,98,1575422827,RU,1575447342,1575454116,10800,556268,200
439,Koumac,164.28,-20.56,803,Clouds,broken clouds,04d,model,301.66,1013,47,301.66,301.66,1013.0,977.0,1.71,51.0,76,1575422827,NC,1575396837,1575444715,39600,2140558,200
440,Panguipulli,-72.33,-39.64,800,Clear,clear sky,01n,stations,286.1,1021,62,285.37,287.15,,,3.1,150.0,0,1575422827,CL,1575364543,1575417766,-10800,3877348,200
441,Hailey,-114.32,43.52,801,Clouds,few clouds,02n,stations,269.15,1024,79,269.15,269.15,,,2.6,310.0,20,1575422828,US,1575384759,1575417711,-25200,5594956,200
442,Alice Springs,133.88,-23.7,800,Clear,clear sky,01d,stations,303.15,1018,16,303.15,303.15,,,6.7,140.0,0,1575422828,AU,1575403765,1575452383,34200,2077895,200
443,Buchanan,-10.05,5.88,701,Mist,mist,50n,stations,298.15,1010,94,298.15,298.15,,,1.45,285.0,20,1575422828,LR,1575441389,1575483865,0,2278158,200
